"","purpose","users","own_country","orbital_class","orbit_type","longitude","perigee","apogee","eccentricity","inclination","period","launch_mass","launch_date","lifetime","launch_site","new_name","launch_year","group_label","height","velocity","color","mean_alt","Count","unit","new_users","new_purpose"
"1246","Space Science","Government","China","LEO","Sun-Synchronous",0,594,595,7.18e-05,97.7,96.6,NA,2006-10-23,NA,"Taiyuan Launch Center","Shijian 6D",2006,"World",595000,17704.1351021496,NA,594,191,1,"Government","Space Science"
"1247","Space Science","Government/Civil","USA","LEO","Polar",0,624,654,0.00214,71.97,97.48,6,2010-11-20,0.5,"Kodiak Launch Complex","O/OREOS",2010,"USA",654000,17704.053121054,"#FC140A",639,575,1,"Government","Space Science"
"1248","Space Science","Government","Canada","LEO","Sun-Synchronous",0,817,832,0.00104,98.7,101.4,53,2003-06-30,NA,"Plesetsk Cosmodrome","MOST",2003,"World",832000,17703.8057951578,"#FB5307",824,32,1,"Government","Space Science"
"1249","Space Science","Government/Civil","Multinational","Elliptical","Unlisted",0,467,87260,0.864,15.7,1867.91,126,2007-02-17,2,"Cape Canaveral","THEMIS D",2007,"World",87260000,17584.92727318,"#FA7906",43864,66,1,"Government","Space Science"
"1250","Space Science","Government","ESA","Elliptical","Deep Highly Eccentric",0,7079,114027,0.799,38.4,2872.15,3764,1999-12-10,NA,"Guiana Space Center","XMM Newton",1999,"World",114027000,17548.5931764374,"#BFE0E8",60553,37,1,"Government","Space Science"
"1251","Space Science","Government","ESA","Elliptical","Deep Highly Eccentric",0,17313,120961,0.686,90.7,3442,1200,2000-08-09,4,"Baikonur Cosmodrome","Tango",2000,"World",120961000,17539.2174877463,"#FBFA98",69137,37,1,"Government","Space Science"
"1252","Space Science","Government/Civil","USA","LEO","Non-Polar Inclined",0,535,551,0.00116,38,95.5,293,2002-02-05,3,"Cape Canaveral","HESSI",2002,"USA",551000,17704.1962413352,"#FAB317",543,575,1,"Government","Space Science"
"1253","Space Science","Government","ESA","Elliptical","Deep Highly Eccentric",0,22017,110791,0.61,132.98,3430.28,1200,2000-07-16,4,"Baikonur Cosmodrome","Samba",2000,"World",110791000,17552.9738269252,"#FBFA98",66404,37,1,"Government","Space Science"
"1254","Space Science","Government","USA","Elliptical","Deep Highly Eccentric",0,9999,138825,0.797,28.5,3808.92,4742,1999-07-23,5,"Cape Canaveral","Chandra X-Ray Observatory",1999,"USA",138825000,17515.1320452749,"#ABD6E6",74412,575,1,"Government","Space Science"
"1255","Space Science","Civil","China","LEO","Sun-Synchronous",0,619,653,0.00243,97.9,97.4,4,2010-09-22,NA,"Jiuquan Satellite Launch Center","Zheda Pixing 1B",2010,"World",653000,17704.0545105546,"#FC140A",636,191,1,"Civil","Space Science"
"1256","Space Science","Government","India","LEO","Equatorial",0,632,649,0.00121,5.99,97.54,230,2015-09-28,5,"Satish Dhawan Space Centre","Astrosat",2015,"World",649000,17704.0600685603,"#FA9C10",640,42,1,"Government","Space Science"
"1257","Space Science","Government","ESA/USA","LEO","Non-Polar Inclined",0,555,559,0.000289,28.5,95.8,11110,1990-04-25,10,"Cape Canaveral","Hubble Space Telescope",1990,"World",559000,17704.1851250725,"#9AD2E1",557,1,1,"Government","Space Science"
"1258","Space Science","Government","USA","LEO","Non-Polar Inclined",0,537,556,0.00137,25.6,95.6,4303,2008-06-11,NA,"Cape Canaveral","Fermi Gamma-Ray Space Telescope",2008,"USA",556000,17704.1892936685,"#B5DBE7",546,575,1,"Government","Space Science"
"1259","Space Science","Government/Civil","USA","LEO","Elliptical",0,437,667,0.0166,99.1,95.7,2,2015-01-31,0.25,"Vandenberg AFB","Firebird-C",2015,"USA",667000,17704.0350575759,"#FB1208",552,575,1,"Government","Space Science"
"1260","Space Science","Government","Multinational","Elliptical","Deep Highly Eccentric",0,49551,191451,0.559,9.39,2474.83,980,1992-07-24,NA,"Cape Canaveral","Geotail",1992,"World",191451000,17444.7507370312,"#FBF987",120501,66,1,"Government","Space Science"
"1261","Space Science","Government/Civil","USA","LEO","Polar",0,443,886,0.0315,120.3,98,2,2013-12-06,3,"Vandenberg AFB","Firebird-A",2013,"USA",886000,17703.7307657554,"#FB1208",664,575,1,"Government","Space Science"
"1262","Space Science","Government","India","LEO","Sun-Synchronous",0,802,824,0.00153,98.7,101.2,92,2011-04-20,2,"Satish Dhawan Space Center","Youthsat",2011,"World",824000,17703.8169107059,"#FA6207",813,42,1,"Government","Space Science"
"1263","Space Science","Government","USA","Elliptical","Unlisted",0,1357,70117,0.816,29,1433,1360,2015-03-13,3,"Cape Canaveral","MMS-2",2015,"USA",70117000,17608.3164492741,"#FAF99F",35737,575,1,"Government","Space Science"
"1264","Space Science","Government","Multinational","LEO","Non-Polar Inclined",0,401,422,0.00155,51.6,92.8,NA,1998-11-20,30,"Baikonur Cosmodrome","International Space Station",1998,"World",422000,17704.3754939619,NA,412,66,1,"Government","Space Science"
"1265","Space Science","Government","Saudi Arabia","LEO","Sun-Synchronous",0,613,682,0.00492,97.98,97.68,100,2014-06-19,NA,"Dombarovsky Air Base","Saudisat-4",2014,"World",682000,17704.0142151698,"#FA6A06",648,11,1,"Government","Space Science"
"1266","Space Science","Government","China","LEO","Sun-Synchronous",0,686,703,0.0012,98.1,98.7,NA,2009-11-12,3,"Jiuquan Satellite Launch Center","Shijian 11-01",2009,"World",703000,17703.985035925,NA,694,191,1,"Government","Space Science"
"1267","Space Science","Government","China","LEO","Sun-Synchronous",0,587,598,0.00079,97.8,96.5,NA,2004-09-08,2,"Taiyuan Launch Center","Shijian 6B",2004,"World",598000,17704.1309335918,NA,592,191,1,"Government","Space Science"
"1268","Space Science","Government/Civil","USA","LEO","Polar",0,443,886,0.0315,120.3,98,2,2013-12-06,3,"Vandenberg AFB","Firebird-B",2013,"USA",886000,17703.7307657554,"#FB1208",664,575,1,"Government","Space Science"
"1269","Space Science","Government","Japan","Elliptical","Unlisted",0,952,1155,0.0137,31,106.27,348,2013-09-14,NA,"Uchinoura Space Center","Hisaki",2013,"World",1155000,17703.3570223882,"#FABC1A",1054,60,1,"Government","Space Science"
"1270","Space Science","Government","China","LEO","Sun-Synchronous",0,591,594,0.000215,97.7,96.5,NA,2006-10-23,NA,"Taiyuan Launch Center","Shijian 6C",2006,"World",594000,17704.1364916695,NA,592,191,1,"Government","Space Science"
"1271","Space Science","Government","USA","LEO","Sun-Synchronous",0,620,664,0.00314,97.9,97.5,236,2013-06-28,2,"Vandenberg AFB","IRIS",2013,"USA",664000,17704.0392260659,"#FA9E11",642,575,1,"Government","Space Science"
"1272","Space Science","Government","Multinational","LEO","Cislunar",0,1000,330000,0.957,51.46,NA,3660,2011-07-18,5,"Baikonur Cosmodrome","Spektr-R/RadioAstron",2011,"World",3.3e+08,17263.4388959427,"#C1E1E9",165500,66,1,"Government","Space Science"
"1273","Space Science","Government","USA","Elliptical","Unlisted",0,1429,70045,0.815,29,1433,1360,2015-03-13,3,"Cape Canaveral","MMS-3",2015,"USA",70045000,17608.4148798938,"#FAF99F",35737,575,1,"Government","Space Science"
"1274","Space Science","Civil","Belgium","LEO","Sun-Synchronous",0,607,622,0.00107,97.98,96.98,2,2014-06-19,NA,"Dombarovsky Air Base","QB50P2",2014,"World",622000,17704.0975852357,"#FB1208",614,2,1,"Civil","Space Science"
"1275","Space Science","Government/Civil","USA/United Kingdom/Italy","LEO","Non-Polar Inclined",0,571,590,0.00137,20.6,96.3,1463,2004-11-20,7,"Cape Canaveral","Swift",2004,"World",590000,17704.1420497524,"#F8F8B3",580,1,1,"Government","Space Science"
"1276","Space Science","Civil","China","LEO","Sun-Synchronous",0,620,653,0.00235,97.9,97.5,4,2010-09-22,NA,"Jiuquan Satellite Launch Center","Zheda Pixing 1C",2010,"World",653000,17704.0545105546,"#FC140A",636,191,1,"Civil","Space Science"
"1277","Space Science","Government","USA","GEO","Unlisted",-102,35779,35791,0.000142,28,1436.03,3100,2010-02-11,5,"Cape Canaveral","SDO",2010,"USA",35791000,17655.4312801345,"#D0E7E9",35785,575,1,"Government","Space Science"
"1278","Space Science","Government/Civil","Multinational","Elliptical","Unlisted",0,461,87304,0.864,15.7,1868.98,126,2007-02-17,2,"Cape Canaveral","THEMIS A",2007,"World",87304000,17584.8673613253,"#FA7906",43882,66,1,"Government","Space Science"
"1279","Space Science","Civil","Belgium","LEO","Sun-Synchronous",0,605,621,0.00115,97.98,96.96,2,2014-06-19,NA,"Dombarovsky Air Base","QB50P1",2014,"World",621000,17704.0989747468,"#FB1208",613,2,1,"Civil","Space Science"
"1280","Space Science","Military","USA","LEO","Non-Polar Inclined",0,500,506,0.000436,40.5,94.6,3,2013-11-19,NA,"Wallops Island Flight Facility","STARE-B",2013,"USA",506000,17704.2587707028,"#FB1209",503,575,1,"Military","Space Science"
"1281","Space Science","Government","USA","Elliptical","Unlisted",0,1375,70009,0.816,28.9,1433,1360,2015-03-13,3,"Cape Canaveral","MMS-1",2015,"USA",70009000,17608.4640958227,"#FAF99F",35692,575,1,"Government","Space Science"
"1282","Space Science","Government","USA","Elliptical","Unlisted",0,1317,70157,0.817,29,1433,1360,2015-03-13,3,"Cape Canaveral","MMS-4",2015,"USA",70157000,17608.2617663097,"#FAF99F",35737,575,1,"Government","Space Science"
"1283","Space Science","Government","Multinational","LEO","Sun-Synchronous",0,670,696,0.00184,98.1,98.4,700,2006-10-22,3,"Uchinoura Space Center","Hinode",2006,"World",696000,17703.9947623239,"#FBF36B",683,66,1,"Government","Space Science"
"1284","Space Science","Civil","Canada","LEO","Sun-Synchronous",0,613,739,0.00894,97.97,98.27,10,2014-06-19,NA,"Dombarovsky Air Base","BRITE-CA-1",2014,"World",739000,17703.9350146981,"#FC1C0A",676,32,1,"Civil","Space Science"
"1285","Space Science","Government/Civil","USA","LEO","Polar",0,612,613,7.16e-05,74.1,97,587,2001-12-07,2,"Vandenberg AFB","TIMED",2001,"USA",613000,17704.1100908472,"#FADF24",612,575,1,"Government","Space Science"
"1286","Space Science","Government","USA","Elliptical","Deep Highly Eccentric",0,62200,268679,0.601,15.2,NA,462,2008-10-19,NA,"Kwajalein Island","Interstellar Boundary EXplorer",2008,"USA",268679000,17342.9861961512,"#FAD521",165440,575,1,"Government","Space Science"
"1287","Space Science","Government","Multinational","LEO","Sun-Synchronous",0,594,886,0.0205,97.7,99.6,10,2013-11-21,2,"Dombarovsky Air Base","BRITE-PL-1",2013,"World",886000,17703.7307657554,"#FC1C0A",740,66,1,"Government","Space Science"
"1288","Technology Demonstration","Military","China","LEO","Sun-Synchronous",0,516,536,0.00145,97.47,95.24,1,2015-09-19,NA,"Taiyuan Launch Center","NUDT Phonesat",2015,"World",536000,17704.2170843841,"#FB1108",526,191,1,"Military","Technology Development"
"1289","Technology Demonstration","Government","ESA","LEO","Sun-Synchronous",0,708,728,0.00141,98.3,99.2,130,2009-11-02,2,"Plesetsk Cosmodrome","Proba 2",2009,"World",728000,17703.9502989169,"#FA7C07",718,37,1,"Government","Technology Development"
"1290","Technology Demonstration","Commercial","USA","LEO","Non-Polar Inclined",0,494,800,0.0218,64.78,97.66,2,2015-10-08,NA,"Cape Canaveral","SINOD D-3",2015,"USA",8e+05,17703.850257476,"#FB1208",647,575,1,"Commercial","Technology Development"
"1291","Technology Demonstration","Government","USA","LEO","Non-Polar Inclined",0,493,800,0.0219,64.78,97.65,3,2015-10-08,NA,"Cape Canaveral","LMRSTSat",2015,"USA",8e+05,17703.850257476,"#FB1209",646,575,1,"Government","Technology Development"
"1292","Technology Demonstration","Government","ESA","LEO","Sun-Synchronous",0,553,676,0.00881,97.9,96.98,100,2001-10-22,2,"Satish Dhawan Space Center","Proba 1",2001,"World",676000,17704.0225521234,"#FA6A06",614,37,1,"Government","Technology Development"
"1293","Technology Demonstration","Commercial","USA","LEO","Non-Polar Inclined",0,494,800,0.0218,64.78,97.67,2,2015-10-08,NA,"Cape Canaveral","SINOD D-1",2015,"USA",8e+05,17703.850257476,"#FB1208",647,575,1,"Commercial","Technology Development"
"1294","Technology Development","Civil","Spain","LEO","Sun-Synchronous",0,590,640,0.00358,97.8,96.9,1,2013-11-21,NA,"Dombarovsky Air Base","HumSat-D",2013,"World",640000,17704.0725740923,"#FB1108",615,15,1,"Civil","Technology Development"
"1295","Technology Development","Civil","China","LEO","Sun-Synchronous",0,514,536,0.0016,97.46,95.13,3,2015-09-19,NA,"Taiyuan Launch Center","DCBB",2015,"World",536000,17704.2170843841,"#FB1209",525,191,1,"Civil","Technology Development"
"1296","Technology Development","Civil","Argentina","LEO","Sun-Synchronous",0,630,653,0.00164,98.05,97.55,2,2013-04-26,NA,"Jiuquan Satellite Launch Center","Cubebug 1",2013,"World",653000,17704.0545105546,"#FB1208",642,11,1,"Civil","Technology Development"
"1297","Technology Development","Civil","China","LEO","Sun-Synchronous",0,520,540,0.00145,97.46,95.23,1,2015-09-19,NA,"Taiyuan Launch Center","Zijing 1",2015,"World",540000,17704.2115262305,"#FB1108",530,191,1,"Civil","Technology Development"
"1298","Technology Development","Commercial","China","LEO","Sun-Synchronous",0,779,808,0.00202,98.47,100.73,100,2014-09-04,NA,"Jiuquan Satellite Launch Center","Ling Qiao",2014,"World",808000,17703.8391418651,"#FA6A06",794,191,1,"Commercial","Technology Development"
"1299","Technology Development","Government","USA","LEO","Non-Polar Inclined",0,426,441,0.0011,40.49,94.63,1,2013-11-19,NA,"Wallops Island Flight Facility","NPS-SCAT",2013,"USA",441000,17704.3490920703,"#FB1108",434,575,1,"Government","Technology Development"
"1300","Technology Development","Civil","China","LEO","Sun-Synchronous",0,517,535,0.00131,97.45,95.16,12,2015-09-19,NA,"Taiyuan Launch Center","Zheda Pixing 2B",2015,"World",535000,17704.2184739233,"#FC280A",526,191,1,"Civil","Technology Development"
"1301","Technology Development","Government","USA","LEO","Non-Polar Inclined",0,356,700,0.0249,55,95,10,2015-05-20,NA,"Cape Canaveral","GEARRSAT-2",2015,"USA",7e+05,17703.9892043797,"#FC1C0A",528,575,1,"Government","Technology Development"
"1302","Technology Development","Government","China","LEO","Sun-Synchronous",0,686,704,0.00127,98.2,98.7,NA,2011-07-29,NA,"Jiuquan Satellite Launch Center","Shijian 11-02",2011,"World",704000,17703.9836464407,NA,695,191,1,"Government","Technology Development"
"1303","Technology Development","Government","China","LEO","Non-Polar Inclined",0,360,361,7.43e-05,42.8,91.8,8506,2011-09-29,2,"Jiuquan Satellite Launch Center","Tiangong-1",2011,"World",361000,17704.4602587279,"#9AD2E1",360,191,1,"Government","Technology Development"
"1304","Technology Development","Military","USA","LEO","Sun-Synchronous",0,576,586,0.000719,97.98,96.29,3,2016-11-11,NA,"Vandenberg AFB","CELTEE-1",2016,"USA",586000,17704.1476078406,"#FB1209",581,575,1,"Military","Technology Development"
"1305","Technology Development","Civil","China","LEO","Sun-Synchronous",0,466,486,0.00146,97.31,94.12,5,2015-09-24,NA,"Jiuquan Satellite Launch Center","Tianwang 1C",2015,"World",486000,17704.2865617456,"#FC140A",476,191,1,"Civil","Technology Development"
"1306","Technology Development","Civil","Singapore","LEO","Sun-Synchronous",0,642,655,0.000926,98.25,97.7,4,2014-06-30,NA,"Satish Dhawan Space Center","Velox 1",2014,"World",655000,17704.0517315537,"#FC140A",648,9,1,"Civil","Technology Development"
"1307","Technology Development","Civil","Russia","LEO","Non-Polar Inclined",0,558,582,0.00173,64.88,96.06,53,2013-04-19,3,"Baikonur Cosmodrome","AIST-2",2013,"World",582000,17704.153165934,"#FB5307",570,133,1,"Civil","Technology Development"
"1308","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,607,627,0.00143,97.8,97,3,2008-04-28,NA,"Satish Dhawan Space Center","SEEDS 2",2008,"World",627000,17704.0906376852,"#FB1209",617,60,1,"Civil","Technology Development"
"1309","Technology Development","Military","USA","LEO","Non-Polar Inclined",0,495,801,0.0218,64.78,97.68,5,2015-10-08,NA,"Cape Canaveral","SNaP-3 Alice",2015,"USA",801000,17703.8488680235,"#FC140A",648,575,1,"Military","Technology Development"
"1310","Technology Development","Civil","China","LEO","Sun-Synchronous",0,466,485,0.00139,97.32,94.1,3,2015-09-24,NA,"Jiuquan Satellite Launch Center","Tianwang 1B",2015,"World",485000,17704.2879513012,"#FB1209",476,191,1,"Civil","Technology Development"
"1311","Technology Development","Civil","Canada","LEO","Sun-Synchronous",0,643,656,0.000926,98.26,97.72,15,2014-06-30,NA,"Satish Dhawan Space Center","Can-X5",2014,"World",656000,17704.0503420537,"#FC2D09",650,32,1,"Civil","Technology Development"
"1312","Technology Development","Civil","Austria","LEO","Sun-Synchronous",0,770,784,0.000979,98.6,100.3,14,2013-02-25,NA,"Satish Dhawan Space Center","TUGSat-1",2013,"World",784000,17703.8724887608,"#FC2909",777,1,1,"Civil","Technology Development"
"1313","Technology Development","Government","USA","LEO","Non-Polar Inclined",0,499,507,0.000582,40.51,94.68,1,2013-11-19,NA,"Wallops Island Flight Facility","Phonesat 2.4",2013,"USA",507000,17704.2573811541,"#FB1108",503,575,1,"Government","Technology Development"
"1314","Technology Development","Civil","Canada","LEO","Sun-Synchronous",0,661,701,0.00284,98.2,98.3,15,2016-09-26,NA,"Satish Dhawan Space Center","CanX-7",2016,"World",701000,17703.9878148945,"#FC2D09",681,32,1,"Civil","Technology Development"
"1315","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,508,586,0.00564,64.5,95.6,1360,2007-06-28,5,"Dombarovsky Air Base","Genesis-2",2007,"USA",586000,17704.1476078406,"#FAF99F",547,575,1,"Commercial","Technology Development"
"1316","Technology Development","Civil","Uruguay","LEO","Sun-Synchronous",0,612,696,0.00598,97.96,96.99,2,2014-06-19,NA,"Dombarovsky Air Base","AntelSat",2014,"World",696000,17703.9947623239,"#FB1208",654,1,1,"Civil","Technology Development"
"1317","Technology Development","Civil","USA","LEO","Polar",0,442,724,0.0203,101.7,97.45,2,2011-10-28,NA,"Vandenberg AFB","M-Cubed/E1P-U2",2011,"USA",724000,17703.9558568245,"#FB1208",583,575,1,"Civil","Technology Development"
"1318","Technology Development","Government","China","LEO","Sun-Synchronous",0,520,540,0.00119,97.46,95.23,1,2015-09-19,NA,"Taiyuan Launch Center","XC-3",2015,"World",540000,17704.2115262305,"#FB1108",530,191,1,"Government","Technology Development"
"1319","Technology Development","Civil","USA","LEO","Polar",0,627,654,0.00193,71.97,97.54,55,2010-11-20,NA,"Kodiak Launch Complex","FAST 1",2010,"USA",654000,17704.053121054,"#FB5507",640,575,1,"Civil","Technology Development"
"1320","Technology Development","Civil","Argentina","LEO","Sun-Synchronous",0,594,715,0.00861,97.8,97.8,2,2013-11-21,NA,"Dombarovsky Air Base","Cubebug 2",2013,"World",715000,17703.9683621356,"#FB1208",654,11,1,"Civil","Technology Development"
"1321","Technology Development","Civil","Russia","LEO","Sun-Synchronous",0,467,486,0.00139,97.27,94.13,2,2016-04-27,NA,"Vostochny Cosmodrome","SAMSAT 218D",2016,"World",486000,17704.2865617456,"#FB1208",476,133,1,"Civil","Technology Development"
"1322","Technology Development","Military","USA","LEO","Non-Polar Inclined",0,483,789,0.0218,64.6,97.4,3,2012-09-13,NA,"Vandenberg AFB","SMDC-ONE 1.2",2012,"USA",789000,17703.8655414753,"#FB1209",636,575,1,"Military","Technology Development"
"1323","Technology Development","Civil","USA","LEO","Non-Polar Inclined",0,497,801,0.0217,64.78,97.71,1,2015-10-08,NA,"Cape Canaveral","ARC-1",2015,"USA",801000,17703.8488680235,"#FB1108",649,575,1,"Civil","Technology Development"
"1324","Technology Development","Government","China","LEO","Polar",0,599,616,0.00122,74.98,96.85,NA,2013-10-25,NA,"Jiuquan Satellite Launch Center","Shijian 16-01",2013,"World",616000,17704.1059223071,NA,608,191,1,"Government","Technology Development"
"1325","Technology Development","Government","Japan","LEO","Sun-Synchronous",0,613,650,0.00264,97.99,97.35,60,2014-06-19,NA,"Dombarovsky Air Base","Hodoyoshi-4",2014,"World",650000,17704.0586790584,"#FA5707",632,60,1,"Government","Technology Development"
"1326","Technology Development","Civil","China","LEO","Sun-Synchronous",0,520,540,0.00145,97.46,95.23,1,2015-09-19,NA,"Taiyuan Launch Center","KJSY-1",2015,"World",540000,17704.2115262305,"#FB1108",530,191,1,"Civil","Technology Development"
"1327","Technology Development","Civil","China","LEO","Sun-Synchronous",0,517,534,0.00123,97.46,95.15,12,2015-09-19,NA,"Taiyuan Launch Center","Zheda Pixing 2A",2015,"World",534000,17704.2198634629,"#FC280A",526,191,1,"Civil","Technology Development"
"1328","Technology Development","Commercial","Germany","LEO","Sun-Synchronous",0,501,505,0.000291,97.5,94.7,120,2012-07-22,NA,"Baikonur Cosmodrome","TET-1",2012,"World",505000,17704.2601602519,"#FA7706",503,24,1,"Commercial","Technology Development"
"1329","Technology Development","Commercial","Russia","LEO","Sun-Synchronous",0,583,618,0.00251,97.99,96.7,25,2014-06-19,NA,"Dombarovsky Air Base","Aurora",2014,"World",618000,17704.103143282,"#FC3009",600,133,1,"Commercial","Technology Development"
"1330","Technology Development","Civil","Canada","LEO","Sun-Synchronous",0,642,659,0.00121,97.74,98.26,15,2014-06-30,NA,"Satish Dhawan Space Center","Can-X4",2014,"World",659000,17704.0461735558,"#FC2D09",650,32,1,"Civil","Technology Development"
"1331","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,657,665,0.000569,98.1,98,50,2009-01-23,NA,"Tanegashima Space Center","SOHLA 1",2009,"World",665000,17704.0378365689,"#FB5207",661,60,1,"Civil","Technology Development"
"1332","Technology Development","Civil","Japan","LEO","Non-Polar Inclined",0,400,406,0.000443,51.64,92.62,NA,2016-12-19,NA,"International Space Station","STARS-C Oyaki",2016,"World",406000,17704.3977272253,NA,403,60,1,"Civil","Technology Development"
"1333","Technology Development","Civil","Russia","LEO","Sun-Synchronous",0,471,486,0.0011,97.28,94.18,531,2016-04-27,NA,"Vostochny Cosmodrome","AIST-2D",2016,"World",486000,17704.2865617456,"#FADC23",478,133,1,"Civil","Technology Development"
"1334","Technology Development","Civil","Singapore","LEO","Equatorial",0,537,550,0.00094,14.98,95.48,13,2015-12-16,NA,"Satish Dhawan Space Center","Velox 2",2015,"World",550000,17704.1976308695,"#FC2909",544,9,1,"Civil","Technology Development"
"1335","Technology Development","Government","Japan","LEO","Sun-Synchronous",0,613,666,0.00378,97.98,97.51,60,2014-06-19,NA,"Dombarovsky Air Base","Hodoyoshi-3",2014,"World",666000,17704.0364470722,"#FA5707",640,60,1,"Government","Technology Development"
"1336","Technology Development","Government","Japan","LEO","Sun-Synchronous",0,661,673,0.000853,98.2,98.1,50,2012-05-17,2,"Tanegashima Space Center","SDS-4",2012,"World",673000,17704.0267206046,"#FB5207",667,60,1,"Government","Technology Development"
"1337","Technology Development","Civil","India","LEO","Non-Polar Inclined",0,850,868,0.00124,20,102.1,11,2011-10-12,NA,"Satish Dhawan Space Center","SRMSat",2011,"World",868000,17703.7557754502,"#FC1C0A",859,42,1,"Civil","Technology Development"
"1338","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,506,538,0.00232,97.48,95.07,50,2014-11-06,NA,"Dombarovsky Air Base","ChubuSat 1",2014,"World",538000,17704.2143053067,"#FB5207",522,60,1,"Civil","Technology Development"
"1339","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,651,667,0.00114,98.03,97.92,3,2009-01-23,NA,"Tanegashima Space Center","KKS-1",2009,"World",667000,17704.0350575759,"#FB1209",659,60,1,"Civil","Technology Development"
"1340","Technology Development","Civil","Ukraine","LEO","Sun-Synchronous",0,606,626,0.00143,97.99,97.03,1,2014-06-19,NA,"Dombarovsky Air Base","PolyITAN-1",2014,"World",626000,17704.0920271947,"#FB1108",616,1,1,"Civil","Technology Development"
"1341","Technology Development","Civil","Singapore","LEO","Equatorial",0,533,550,0.00123,14.98,95.48,123,2015-12-16,NA,"Satish Dhawan Space Center","Velox C1",2015,"World",550000,17704.1976308695,"#FA7706",542,9,1,"Civil","Technology Development"
"1342","Technology Development","Commercial","USA","LEO","Sun-Synchronous",0,614,700,0.00612,97.98,97.88,5,2014-06-19,3,"Dombarovsky Air Base","Aerocube 6A",2014,"USA",7e+05,17703.9892043797,"#FC140A",657,575,1,"Commercial","Technology Development"
"1343","Technology Development","Commercial","United Kingdom","LEO","Sun-Synchronous",0,772,783,0.000769,98.6,100.4,4,2013-02-25,NA,"Satish Dhawan Space Center","STRaND-1",2013,"World",783000,17703.8738782189,"#FC140A",778,40,1,"Commercial","Technology Development"
"1344","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,557,579,0.00159,31,96,10,2016-02-17,NA,"Tanegashima Space Center","Horyu-4",2016,"World",579000,17704.1573345074,"#FC1C0A",568,60,1,"Civil","Technology Development"
"1345","Technology Development","Civil","Canada","LEO","Sun-Synchronous",0,609,629,0.00143,97.8,97.1,7,2008-04-28,NA,"Satish Dhawan Space Center","Can-X2",2008,"World",629000,17704.0878586673,"#FC140A",619,32,1,"Civil","Technology Development"
"1346","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,647,667,0.00142,98.03,97.88,7,2009-01-23,NA,"Tanegashima Space Center","STARS-1 Kukai",2009,"World",667000,17704.0350575759,"#FC140A",657,60,1,"Civil","Technology Development"
"1347","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,614,629,0.00107,97.87,97.13,7,2014-05-24,NA,"Tanegashima Space Center","SPROUT",2014,"World",629000,17704.0878586673,"#FC140A",622,60,1,"Civil","Technology Development"
"1348","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,815,830,0.00104,98.7,101.3,NA,2003-06-30,NA,"Plesetsk Cosmodrome","Cubesat XI-IV",2003,"World",830000,17703.8085740429,NA,822,60,1,"Civil","Technology Development"
"1349","Technology Development","Civil","India","LEO","Sun-Synchronous",0,500,518,0.00131,97.5,94.7,1,2016-06-22,NA,"Satish Dhawan Space Center","Swayam",2016,"World",518000,17704.24209614,"#FB1108",509,42,1,"Civil","Technology Development"
"1350","Technology Development","Civil","Russia","LEO","Sun-Synchronous",0,669,690,0.00149,97.8,98.3,64,2003-09-27,NA,"Plesetsk Cosmodrome","Mozhayets 4",2003,"World",690000,17704.00309925,"#FA5807",680,133,1,"Civil","Technology Development"
"1351","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,356,700,0.0249,55,95.19,5,2015-05-20,NA,"Cape Canaveral","Aerocube 8A",2015,"USA",7e+05,17703.9892043797,"#FC140A",528,575,1,"Commercial","Technology Development"
"1352","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,560,579,0.00137,31,96.05,50,2016-02-17,NA,"Tanegashima Space Center","ChubuSat 2",2016,"World",579000,17704.1573345074,"#FB5207",570,60,1,"Civil","Technology Development"
"1353","Technology Development","Civil","Switzerland","LEO","Sun-Synchronous",0,611,631,0.00143,98,97.1,1,2010-07-12,NA,"Satish Dhawan Space Center","TISat-1",2010,"World",631000,17704.0850796507,"#FB1108",621,2,1,"Civil","Technology Development"
"1354","Technology Development","Civil","China","LEO","Sun-Synchronous",0,520,541,0.00152,97.47,95.24,11,2015-09-19,NA,"Taiyuan Launch Center","LilacSat-2",2015,"World",541000,17704.2101366929,"#FC1C0A",530,191,1,"Civil","Technology Development"
"1355","Technology Development","Civil","Peru","LEO","Sun-Synchronous",0,589,640,0.00365,97.8,96.9,1,2013-11-21,NA,"Dombarovsky Air Base","PUCPSat-1",2013,"World",640000,17704.0725740923,"#FB1108",614,2,1,"Civil","Technology Development"
"1356","Technology Development","Government","Japan","LEO","Sun-Synchronous",0,595,638,0.00308,98,97,70,2005-08-23,NA,"Baikonur Cosmodrome","Reimei",2005,"World",638000,17704.075353103,"#FA5D07",616,60,1,"Government","Technology Development"
