"","purpose","users","own_country","orbital_class","orbit_type","longitude","perigee","apogee","eccentricity","inclination","period","launch_mass","launch_date","lifetime","launch_site","new_name","launch_year","group_label","height","velocity","color","mean_alt","Count","unit","new_users","new_purpose"
"1357","Technology Development","Government","China","LEO","Sun-Synchronous",0,520,540,0.00119,97.46,95.23,1,2015-09-19,NA,"Taiyuan Launch Center","XC-1",2015,"World",540000,17704.2115262305,"#FB1108",530,191,1,"Government","Technology Development"
"1358","Technology Development","Government","Japan","GEO","Unlisted",146,35778,35792,0.000166,0.03,1436.04,5800,2006-12-18,NA,"Tanegashima Space Center","Kiku-8",2006,"World",35792000,17655.429902051,"#A2D3E3",35785,60,1,"Government","Technology Development"
"1359","Technology Development","Military","USA","LEO","Polar",0,650,650,0,72,97.73,180,2010-11-20,NA,"Kodiak Launch Complex","STPSat-2",2010,"USA",650000,17704.0586790584,"#FA900D",650,575,1,"Military","Technology Development"
"1360","Technology Development","Government","China","LEO","Sun-Synchronous",0,520,540,0.00119,97.46,95.23,1,2015-09-19,NA,"Taiyuan Launch Center","XC-4",2015,"World",540000,17704.2115262305,"#FB1108",530,191,1,"Government","Technology Development"
"1361","Technology Development","Government","China","LEO","Sun-Synchronous",0,489,501,0.000874,97.35,94.51,NA,2012-11-18,NA,"Taiyuan Launch Center","Xinyan 1",2012,"World",501000,17704.2657184513,NA,495,191,1,"Government","Technology Development"
"1362","Technology Development","Civil","USA","LEO","Polar",0,326,1465,0.0784,80.99,102.89,NA,2013-09-29,0.5,"Vandenberg AFB","CUSat-1",2013,"USA",1465000,17702.926343774,NA,896,575,1,"Civil","Technology Development"
"1363","Technology Development","Commercial","Argentina","LEO","Sun-Synchronous",0,570,617,0.00337,97.99,96.55,25,2014-06-19,NA,"Dombarovsky Air Base","Bugsat-1",2014,"World",617000,17704.1045327943,"#FC3009",594,11,1,"Commercial","Technology Development"
"1364","Technology Development","Civil","Netherlands","LEO","Sun-Synchronous",0,598,616,0.00129,97.8,96.8,7,2008-04-28,NA,"Satish Dhawan Space Center","Delfi-C3",2008,"World",616000,17704.1059223071,"#FC140A",607,10,1,"Civil","Technology Development"
"1365","Technology Development","Military","USA","LEO","Polar",0,443,886,0.0315,120.3,98,5,2013-12-06,NA,"Vandenberg AFB","SMDC-ONE 2.3",2013,"USA",886000,17703.7307657554,"#FC140A",664,575,1,"Military","Technology Development"
"1366","Technology Development","Civil","Turkey","LEO","Sun-Synchronous",0,710,721,0.000776,98.4,99.1,1,2009-09-23,NA,"Satish Dhawan Space Center","ITU-pSAT1",2009,"World",721000,17703.9600252586,"#FB1108",716,7,1,"Civil","Technology Development"
"1367","Technology Development","Civil","Germany","LEO","Non-Polar Inclined",0,555,579,0.00173,64.8,96.01,1,2013-04-19,NA,"Baikonur Cosmodrome","BeeSat-2",2013,"World",579000,17704.1573345074,"#FB1108",567,24,1,"Civil","Technology Development"
"1368","Technology Development","Commercial","USA","LEO","Sun-Synchronous",0,594,815,0.0156,97.7,98.8,4,2013-11-21,NA,"Dombarovsky Air Base","Dove-3",2013,"USA",815000,17703.8294157226,"#FC140A",704,575,1,"Commercial","Technology Development"
"1369","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,499,792,0.0209,64.6,97.6,5,2012-09-13,NA,"Vandenberg AFB","Aerocube 4.5B",2012,"USA",792000,17703.8613731079,"#FC140A",646,575,1,"Commercial","Technology Development"
"1370","Technology Development","Civil","Italy","LEO","Elliptical",0,442,687,0.0177,98.2,95.9,1,2016-04-25,NA,"Guiana Space Center","e-st@r-2",2016,"World",687000,17704.0072677175,"#FB1108",564,7,1,"Civil","Technology Development"
"1371","Technology Development","Government","China","LEO","Sun-Synchronous",0,689,704,0.00106,98.1,98.7,NA,2013-07-15,NA,"Jiuquan Satellite Launch Center","Shijian 11-05",2013,"World",704000,17703.9836464407,NA,696,191,1,"Government","Technology Development"
"1372","Technology Development","Civil","Switzerland","LEO","Sun-Synchronous",0,710,720,0.000706,98.3,99.1,1,2009-09-23,NA,"Satish Dhawan Space Center","SwissCube",2009,"World",720000,17703.9614147372,"#FB1108",715,2,1,"Civil","Technology Development"
"1373","Technology Development","Civil","USA","LEO","Non-Polar Inclined",0,356,700,0.0249,55,95.19,5,2015-05-20,NA,"Cape Canaveral","ParkinsonSat-1",2015,"USA",7e+05,17703.9892043797,"#FC140A",528,575,1,"Civil","Technology Development"
"1374","Technology Development","Civil","Russia","LEO","Polar",0,1479,1508,0.00184,82.5,115.8,45,2008-05-23,NA,"Plesetsk Cosmodrome","Yubileiny",2008,"World",1508000,17702.8666069647,"#FB4A08",1494,133,1,"Civil","Technology Development"
"1375","Technology Development","Civil","Germany","LEO","Non-Polar Inclined",0,554,581,0.00195,64.8,96.01,1,2013-04-19,NA,"Baikonur Cosmodrome","BeeSat-3",2013,"World",581000,17704.1545554581,"#FB1108",568,24,1,"Civil","Technology Development"
"1376","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,650,669,0.00135,98.2,97.9,7,2012-05-17,NA,"Tanegashima Space Center","Horyu-2",2012,"World",669000,17704.0322785841,"#FC140A",660,60,1,"Civil","Technology Development"
"1377","Technology Development","Military","USA","LEO","Polar",0,443,886,0.0315,120.3,98,5,2013-12-06,NA,"Vandenberg AFB","ALiCE",2013,"USA",886000,17703.7307657554,"#FC140A",664,575,1,"Military","Technology Development"
"1378","Technology Development","Military","France","Elliptical","Unlisted",0,240,31342,0.702,2,547,117,2009-02-11,NA,"Guiana Space Center","SPIRALE-A",2009,"World",31342000,17661.5655696638,"#FA7406",15791,9,1,"Military","Technology Development"
"1379","Technology Development","Government","China","LEO","Sun-Synchronous",0,688,703,0.00106,98.2,98.7,NA,2011-07-06,NA,"Jiuquan Satellite Launch Center","Shijian 11-03",2011,"World",703000,17703.985035925,NA,696,191,1,"Government","Technology Development"
"1380","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,495,791,0.0211,64.6,97.5,5,2012-09-13,NA,"Vandenberg AFB","Aerocube 4.5A",2012,"USA",791000,17703.8627625634,"#FC140A",643,575,1,"Commercial","Technology Development"
"1381","Technology Development","Government","USA","LEO","Sun-Synchronous",0,570,583,0.000936,97.96,96.2,5,2016-11-11,0.5,"Vandenberg AFB","RAVAN",2016,"USA",583000,17704.1517764101,"#FC140A",576,575,1,"Government","Technology Development"
"1382","Technology Development","Military","France","Elliptical","Unlisted",0,389,17480,0.558,2.1,314,117,2009-02-11,NA,"Guiana Space Center","SPIRALE-B",2009,"World",17480000,17680.7195973327,"#FA7406",8934,9,1,"Military","Technology Development"
"1383","Technology Development","Commercial","Singapore","LEO","Equatorial",0,532,550,0.0013,14.98,95.46,6,2015-12-16,NA,"Satish Dhawan Space Center","Athenoxat-1",2015,"World",550000,17704.1976308695,"#FC140A",541,9,1,"Commercial","Technology Development"
"1384","Technology Development","Civil","Japan","LEO","Sun-Synchronous",0,558,579,0.00151,31,96,50,2016-02-17,NA,"Tanegashima Space Center","ChubuSat 3",2016,"World",579000,17704.1573345074,"#FB5207",568,60,1,"Civil","Technology Development"
"1385","Technology Development","Government/Civil","USA","LEO","Elliptical",0,441,659,0.0158,99.1,95.5,4,2015-01-31,NA,"Vandenberg AFB","GRIFEX",2015,"USA",659000,17704.0461735558,"#FC140A",550,575,1,"Government","Technology Development"
"1386","Technology Development","Military","USA","LEO","Sun-Synchronous",0,574,586,0.000863,97.99,96.27,1,2016-11-11,4,"Vandenberg AFB","Prometheus 2.1",2016,"USA",586000,17704.1476078406,"#FB1108",580,575,1,"Military","Technology Development"
"1387","Technology Development","Government","China","LEO","Sun-Synchronous",0,623,650,0.00193,97.99,97.44,NA,2012-10-14,NA,"Taiyuan Launch Center","Shijian 9A",2012,"World",650000,17704.0586790584,NA,636,191,1,"Government","Technology Development"
"1388","Technology Development","Government","China","LEO","Sun-Synchronous",0,624,651,0.00193,97.99,97.46,NA,2012-10-14,NA,"Taiyuan Launch Center","Shijian 9B",2012,"World",651000,17704.0572895568,NA,638,191,1,"Government","Technology Development"
"1389","Technology Development","Government","China","LEO","Sun-Synchronous",0,488,500,0.000874,97.35,94.49,160,2012-11-20,NA,"Taiyuan Launch Center","Fengniao 1A",2012,"World",5e+05,17704.2671080019,"#FA8209",494,191,1,"Government","Technology Development"
"1390","Technology Development","Military","USA","LEO","Non-Polar Inclined",0,406,419,0.000958,51.65,92.81,50,2014-11-28,NA,"International Space Station","SpinSat",2014,"USA",419000,17704.3796626924,"#FB5207",412,575,1,"Military","Technology Development"
"1391","Technology Development","Government","China","LEO","Sun-Synchronous",0,468,486,0.00131,97.31,94.14,NA,2015-09-24,NA,"Jiuquan Satellite Launch Center","Pujiang-1",2015,"World",486000,17704.2865617456,NA,477,191,1,"Government","Technology Development"
"1392","Technology Development","Military","Russia","LEO","Polar",0,1171,1504,0.0216,82.4,112.41,NA,2015-03-31,NA,"Plesetsk Cosmodrome","Cosmos 2504",2015,"World",1504000,17702.8721638517,NA,1338,133,1,"Military","Technology Development"
"1393","Technology Development","Government","South Korea","LEO","Polar",0,298,1482,0.0815,80.28,102.77,93,2013-01-30,2,"Naro Space Center","STSat-2C",2013,"World",1482000,17702.9027268236,"#FA6407",890,9,1,"Government","Technology Development"
"1394","Technology Development","Government","China","LEO","Sun-Synchronous",0,690,705,0.00106,98.2,98.6,NA,2014-10-27,NA,"Jiuquan Satellite Launch Center","Shijian 11-08",2014,"World",705000,17703.9822569568,NA,698,191,1,"Government","Technology Development"
"1395","Technology Development","Government","China","LEO","Sun-Synchronous",0,661,673,0.000853,98.06,98.08,NA,2013-07-19,NA,"Taiyuan Launch Center","Shijian 15",2013,"World",673000,17704.0267206046,NA,667,191,1,"Government","Technology Development"
"1396","Technology Development","Government","China","LEO","Sun-Synchronous",0,392,522,0.00952,97.42,93.73,20,2015-09-19,NA,"Taiyuan Launch Center","Tiantuo-3",2015,"World",522000,17704.2365379629,"#FC2E09",457,191,1,"Government","Technology Development"
"1397","Technology Development","Military","China","LEO","Sun-Synchronous",0,668,672,0.000284,98.06,98.15,NA,2013-07-19,NA,"Taiyuan Launch Center","Shiyan 7",2013,"World",672000,17704.028110099,NA,670,191,1,"Military","Technology Development"
"1398","Technology Development","Government","China","LEO","Sun-Synchronous",0,687,705,0.00127,98.12,98.69,NA,2014-09-28,NA,"Jiuquan Satellite Launch Center","Shijian 11-07",2014,"World",705000,17703.9822569568,NA,696,191,1,"Government","Technology Development"
"1399","Technology Development","Government","China","LEO","Sun-Synchronous",0,520,540,0.00119,97.46,95.23,1,2015-09-19,NA,"Taiyuan Launch Center","XC-2",2015,"World",540000,17704.2115262305,"#FB1108",530,191,1,"Government","Technology Development"
"1400","Technology Development","Commercial","USA","LEO","Sun-Synchronous",0,573,585,0.000863,98,96.23,2,2016-11-11,NA,"Vandenberg AFB","Aerocube 8C",2016,"USA",585000,17704.1489973634,"#FB1208",579,575,1,"Commercial","Technology Development"
"1401","Technology Development","Commercial","USA","LEO","Sun-Synchronous",0,572,584,0.000864,98,96.23,2,2016-11-11,NA,"Vandenberg AFB","Aerocube 8D",2016,"USA",584000,17704.1503868866,"#FB1208",578,575,1,"Commercial","Technology Development"
"1402","Technology Development","Government","China","LEO","Sun-Synchronous",0,493,513,0.00145,97.4,94.68,240,2016-11-09,NA,"Jiuquan Satellite Launch Center","XPNav-1",2016,"World",513000,17704.2490438688,"#FA9E11",503,191,1,"Government","Technology Development"
"1403","Technology Development","Civil","China","LEO","Sun-Synchronous",0,466,484,0.00131,97.31,94.1,3,2015-09-24,NA,"Jiuquan Satellite Launch Center","Tianwang 1A",2015,"World",484000,17704.2893408571,"#FB1209",475,191,1,"Civil","Technology Development"
"1404","Technology Development","Commercial","Germany","LEO","Sun-Synchronous",0,593,640,0.00336,97.8,97.3,3,2013-11-21,NA,"Dombarovsky Air Base","Wren",2013,"World",640000,17704.0725740923,"#FB1209",616,24,1,"Commercial","Technology Development"
"1405","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,500,802,0.0215,64.6,97.4,2,2015-10-08,NA,"Vandenberg AFB","Aerocube 7A",2015,"USA",802000,17703.8474785713,"#FB1208",651,575,1,"Commercial","Technology Development"
"1406","Technology Development","Military","Russia","LEO","Polar",0,1152,1503,0.0228,82.46,112.19,NA,2014-05-23,NA,"Plesetsk Cosmodrome","RS-47",2014,"World",1503000,17702.8735530743,NA,1328,133,1,"Military","Technology Development"
"1407","Technology Development","Military","USA","Elliptical","Molniya",0,658,11836,0.443,63.64,235.16,450,2011-09-27,NA,"Kodiak Launch Complex","TacSat 4",2011,"USA",11836000,17688.5361510618,"#FAD321",6247,575,1,"Military","Technology Development"
"1408","Technology Development","Government","United Kingdom","LEO","Sun-Synchronous",0,625,631,0.000429,98.4,97.27,150,2014-07-08,NA,"Baikonur Cosmodrome","TechDemoSat-1",2014,"World",631000,17704.0850796507,"#FA8008",628,40,1,"Government","Technology Development"
"1409","Technology Development","Government","China","LEO","Sun-Synchronous",0,665,672,0.000497,98.03,96.43,200,2013-07-19,NA,"Taiyuan Launch Center","Chuangxin-3",2013,"World",672000,17704.028110099,"#FA920D",668,191,1,"Government","Technology Development"
"1410","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,522,569,0.0034,64.5,95.6,1360,2006-07-12,5,"Dombarovsky Air Base","Genesis-1",2006,"USA",569000,17704.1712297736,"#FAF99F",546,575,1,"Commercial","Technology Development"
"1411","Technology Development","Government","USA","LEO","Equatorial",0,480,790,0.0221,0.02,97.4,3,2012-09-13,NA,"Vandenberg AFB","Aeneas",2012,"USA",790000,17703.8641520192,"#FB1209",635,575,1,"Government","Technology Development"
"1412","Technology Development","Military","USA","LEO","Polar",0,443,886,0.0315,120.3,98,5,2013-12-06,NA,"Vandenberg AFB","SMDC-ONE 2.4",2013,"USA",886000,17703.7307657554,"#FC140A",664,575,1,"Military","Technology Development"
"1413","Technology Development","Military","USA","LEO","Non-Polar Inclined",0,495,801,0.0218,64.78,97.67,5,2015-10-08,NA,"Cape Canaveral","SNaP-3 Jimi",2015,"USA",801000,17703.8488680235,"#FC140A",648,575,1,"Military","Technology Development"
"1414","Technology Development","Commercial","USA","LEO","Sun-Synchronous",0,614,700,0.00612,97.98,97.88,5,2014-06-19,3,"Dombarovsky Air Base","Aerocube 6B",2014,"USA",7e+05,17703.9892043797,"#FC140A",657,575,1,"Commercial","Technology Development"
"1415","Technology Development","Commercial","USA","LEO","Sun-Synchronous",0,612,697,0.00605,97.98,97.82,4,2014-06-19,NA,"Dombarovsky Air Base","Lemur-1",2014,"USA",697000,17703.9933728374,"#FC140A",654,575,1,"Commercial","Technology Development"
"1416","Technology Development","Government","China","GEO","Unlisted",155,35776,35795,0.000225,0,1436.03,NA,2015-09-12,NA,"Xichang Satellite Launch Center","TJS-1",2015,"World",35795000,17655.4257678026,NA,35786,191,1,"Government","Technology Development"
"1417","Technology Development","Government","China","LEO","Sun-Synchronous",0,583,601,0.00129,97.7,96.5,NA,2010-06-15,NA,"Jiuquan Satellite Launch Center","Shijian 12",2010,"World",601000,17704.126765037,NA,592,191,1,"Government","Technology Development"
"1418","Technology Development","Civil","China","LEO","Sun-Synchronous",0,519,540,0.00152,97.45,95.22,20,2015-09-19,NA,"Taiyuan Launch Center","Naxing 2",2015,"World",540000,17704.2115262305,"#FC2E09",530,191,1,"Civil","Technology Development"
"1419","Technology Development","Military","USA","LEO","Non-Polar Inclined",0,497,507,0.000728,40.51,94.66,137,2013-11-19,3,"Wallops Island Flight Facility","STPSat-3",2013,"USA",507000,17704.2573811541,"#FA7C07",502,575,1,"Military","Technology Development"
"1420","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,356,700,0.0249,55,95.19,5,2015-05-20,NA,"Cape Canaveral","Aerocube 8B",2015,"USA",7e+05,17703.9892043797,"#FC140A",528,575,1,"Commercial","Technology Development"
"1421","Technology Development","Civil","Germany","LEO","Sun-Synchronous",0,709,718,0.000635,98.3,99,1,2009-09-23,NA,"Satish Dhawan Space Center","BeeSat-1",2009,"World",718000,17703.9641936956,"#FB1108",714,24,1,"Civil","Technology Development"
"1422","Technology Development","Military","USA","LEO","Polar",0,443,886,0.0315,120.3,98,NA,2013-12-05,NA,"Vandenberg AFB","TacSat 6",2013,"USA",886000,17703.7307657554,NA,664,575,1,"Military","Technology Development"
"1423","Technology Development","Military","USA","LEO","Polar",0,1199,1202,0.000198,90,109.42,350,2011-02-06,NA,"Vandenberg AFB","Rapid Pathfinder Program",2011,"USA",1202000,17703.2917239316,"#FAC01B",1200,575,1,"Military","Technology Development"
"1424","Technology Development","Commercial","United Kingdom","LEO","Sun-Synchronous",0,636,658,0.00157,98,97.66,91,2015-07-10,NA,"Satish Dhawan Space Centre","CBNT-1",2015,"World",658000,17704.0475630548,"#FA6007",647,40,1,"Commercial","Technology Development"
"1425","Technology Development","Government/Military","USA","LEO","Sun-Synchronous",0,461,478,0.00124,97.47,94.9,587,2000-03-12,3,"Vandenberg AFB","MTI",2000,"USA",478000,17704.2976781993,"#FADF24",470,575,1,"Government","Technology Development"
"1426","Technology Development","Commercial","USA","LEO","Non-Polar Inclined",0,500,802,0.0215,64.78,97.74,2,2015-10-08,NA,"Vandenberg AFB","Aerocube 5C",2015,"USA",802000,17703.8474785713,"#FB1208",651,575,1,"Commercial","Technology Development"
"1427","Technology Development","Military","USA","LEO","Non-Polar Inclined",0,1339,1351,0.000778,58,112.58,2240,2009-09-25,NA,"Cape Canaveral","STSS Demo-2",2009,"USA",1351000,17703.0847187071,"#EFF3E7",1345,575,1,"Military","Technology Development"
"1428","Technology Development","Government","Morocco/Germany","LEO","Sun-Synchronous",0,984,1014,0.00204,99.2,105.1,47,2001-12-10,NA,"Baikonur Cosmodrome","Maroc Tubsat",2001,"World",1014000,17703.5529220934,"#FB4B08",999,1,1,"Government","Technology Development"
"1429","Technology Development","Commercial","Singapore","LEO","Sun-Synchronous",0,604,623,0.00136,97.99,96.97,3,2014-06-19,NA,"Dombarovsky Air Base","Popsat-HIP",2014,"World",623000,17704.0961957249,"#FB1209",614,9,1,"Commercial","Technology Development"
